gender,income,born_us,Q06006_en,Q06007_en,Q06008_en,Q06009
Female,$70000-$89999,Yes,Help economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,No
Female,$110000-$149999,Yes,Help economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$150000-$199999,No,Help economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,Yes
Female,$110000-$149999,No,Help economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Male,$150000-$199999,Yes,Hurt economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,Yes
Male,$150000-$199999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,Yes
Female,$110000-$149999,Yes,Help economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Male,$150000-$199999,Yes,Help economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$150000-$199999,Yes,Hurt economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Female,$200000+,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$110000-$149999,Yes,Help economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Male,$150000-$199999,Yes,Hurt economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,Yes
Male,$150000-$199999,Yes,Hurt economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Female,$200000+,Yes,Help economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,Yes
Female,$150000-$199999,Yes,Help economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,No
Female,$110000-$149999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Female,$110000-$149999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Female,$150000-$199999,Yes,Help economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$110000-$149999,No,Help economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Male,$110000-$149999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$110000-$149999,Yes,Help economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$110000-$149999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,Yes
Male,$110000-$149999,Yes,Hurt economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Female,$150000-$199999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$150000-$199999,Yes,Hurt economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,Yes
Female,$110000-$149999,Yes,Help economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$110000-$149999,Yes,Help economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$150000-$199999,Yes,Hurt economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,No
Female,$150000-$199999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,Yes
Female,$110000-$149999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,Yes
Female,$150000-$199999,Yes,Help economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$110000-$149999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Male,$50000-$69999,Yes,Help economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$200000+,Yes,Hurt economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$110000-$149999,Yes,Help economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$110000-$149999,Yes,Hurt economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Female,$110000-$149999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Female,$110000-$149999,Yes,Hurt economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,No
Female,$200000+,Yes,Help economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$110000-$149999,No,Not have an effect on economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$150000-$199999,Yes,Hurt economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Male,$110000-$149999,Yes,Hurt economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Female,$110000-$149999,No,Help economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$110000-$149999,Yes,Hurt economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Female,$110000-$149999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,Yes
Male,$70000-$89999,Yes,Help economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,Yes
Female,$150000-$199999,Yes,Help economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$150000-$199999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$110000-$149999,Yes,Hurt economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Female,$110000-$149999,Yes,Hurt economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$150000-$199999,Yes,Help economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,No
Female,$150000-$199999,Yes,Hurt economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,No
Female,$110000-$149999,Yes,Hurt economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$200000+,Yes,Hurt economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Female,$110000-$149999,No,Not have an effect on economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Male,$110000-$149999,Yes,Help economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Male,$150000-$199999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,Yes
Female,$200000+,No,Help economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$150000-$199999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,Yes
Male,$150000-$199999,Yes,Hurt economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,No
Male,$110000-$149999,Yes,Help economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Female,$200000+,No,Hurt economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Female,$110000-$149999,Yes,Help economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$110000-$149999,Yes,Help economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$150000-$199999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$110000-$149999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,Yes
Female,$110000-$149999,Yes,Hurt economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Female,$110000-$149999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Male,$200000+,Yes,Hurt economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$150000-$199999,Yes,Help economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$15000-$19999,Yes,Help economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$150000-$199999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Female,$110000-$149999,Yes,Hurt economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$110000-$149999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$110000-$149999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$200000+,Yes,Hurt economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,No
Female,$200000+,No,Hurt economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Female,$150000-$199999,Yes,Hurt economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$110000-$149999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,No
Female,$150000-$199999,Yes,Help economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$150000-$199999,Yes,Help economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$110000-$149999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$200000+,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$150000-$199999,Yes,Hurt economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$110000-$149999,Yes,Help economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,Yes
Female,$110000-$149999,Yes,Hurt economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Female,$110000-$149999,Yes,Help economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,Yes
Female,$200000+,Yes,Hurt economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,Yes
Female,$150000-$199999,Yes,Help economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,Yes
Male,$110000-$149999,No,Not have an effect on economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,Yes
Female,$150000-$199999,No,Help economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$110000-$149999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,Yes
Female,$110000-$149999,No,Hurt economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Female,$110000-$149999,Yes,Hurt economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$150000-$199999,Yes,Hurt economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Male,$150000-$199999,Yes,Help economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Male,$150000-$199999,Yes,Hurt economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Male,$150000-$199999,Yes,Hurt economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Female,$200000+,No,Not have an effect on economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$150000-$199999,Yes,Hurt economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Female,$110000-$149999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Female,$150000-$199999,Yes,Help economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$150000-$199999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,Yes
Male,$110000-$149999,Yes,Help economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,Yes
Female,$110000-$149999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$110000-$149999,No,Hurt economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Female,$200000+,Yes,Help economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$110000-$149999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,No
Male,$200000+,Yes,Help economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Female,$200000+,No,Not have an effect on economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,Yes
Female,$150000-$199999,No,Help economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$150000-$199999,Yes,Help economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$110000-$149999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$110000-$149999,Yes,Help economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$110000-$149999,Yes,Hurt economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Female,$110000-$149999,Yes,Hurt economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Female,$110000-$149999,Yes,Hurt economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Female,$110000-$149999,Yes,Hurt economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Male,$110000-$149999,Yes,Help economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,Yes
Male,$40000-$49999,Yes,Hurt economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Male,$0-$9999,No,Hurt economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,No
Male,$110000-$149999,Yes,Help economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Male,$70000-$89999,Yes,Help economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Male,$20000-$29999,Yes,Hurt economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
Male,$70000-$89999,Yes,Help economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Male,$110000-$149999,No,Help economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,Yes
Male,$50000-$69999,Yes,Help economic activity in the U.S.,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,Yes
Male,$70000-$89999,Yes,Not have an effect on economic activity in the U.S.,The tax cuts would increase the deficit in the long run because the government would take in a lot less money that it won't be able to recover,The tax cuts would decrease the deficit in the long run because they would stimulate the economy and bring in more money for the government,No
